Order,Site,RFID Date,LEFT,RIGHT,RFID number,OLD RFID,Sex,Age_TOIC,Notes,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Detected_18_19,Detected_17_18,Detected_16_17,Detected_15_16,Detected_14_15,Detected_April_16,Detected_May_16,Recap_F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15,,,Present_17_18,Present_16_17,Present_15_16,Present_14_15,Nonbreeding_18_19,Breeding_18,Nonbreeding_17_18,Breeding_17,Nonbreeding_16_17,Breeding_16,Nonbreeding_15_16,Breeding_15,Nonbreeding_14_15,Remove_18_19
421,H,42734,Purple PT,LB/S2740-25642,011017A3DB,,F,juv,nestling @ Box 5 L 2016!; HOWEVER S2740-25642 (Box 5L) could be misread of S2740-25692 (Box B5-1H) ,BOX B11 H,BOX B7 H,,,Y,Y,Y,,,,,,F1H 9/8,,,,,,1,1,,,1,1,1,1,1,,,,,N
422,H,42734,White PT,R/Grey,011017A5EF,,,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
423,H,42734,R,White PT,011017A53F,,M,,,,,,,N,N,Y,,,,,,,,,,,,0,1,,,0,0,0,0,1,,,,,N
424,H,42734,R/R,White PT,011017A58E,,,,,,,,,N,Y,Y,,,,,,,,,,,,1,1,,,0,0,1,0,1,,,,,N
425,H,42925,R/O,White PT,0110179C34,,F,adult,,,BOX 28-1A H,,,N,N,,,,,,,,,,,,,0,1,,,0,0,0,1,1,,,,,N
426,H,42927,R/Y,White PT,0110179BBC,,M,adult,,,BOX 29-3 H,,,N,N,,,,,,,,,,,,,0,1,,,0,0,0,1,1,,,,,N
427,H,42929,R/Blue,White PT,0110179D38,,M,adult,,BOX 11 CEMENT H,BOX 29A H,,,N,Y,,,,,,,,,,,,,1,1,,,0,1,1,1,1,,,,,N
428,H,42929,R/LB,White PT,011017987F,,F,adult,,BOX 1-1 H,BOX 5 H,,,Y,N,,,,,,,,,,,,,1,1,,,1,1,0,1,1,,,,,N
429,H,42960,LB/S2820-13411,Purple PT,0700EDC775,,,juv,,,,,,N,N,,,,,,,F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
430,H,42960,R/G,White PT,01101797F0,,M,adult,adult with ongoing moult,BOX 26 H,,,,Y,Y,,,,,,,F3H 12/06; ,,,,,,1,,,,1,1,1,,,,,,,N
431,H,42960,Blue/S2820-13395,Purple PT,01101796B3,,F,juv,,,,,,N,N,,,,,,,F4H 8/18,,,,,,1,,,,0,0,1,,,,,,,N
432,H,42960,R/Black,White PT,01101799DA,,F,juv,juv,BOX 31-2 H,,,,Y,Y,,,,,,,F3H 9/8,,,,,,1,,,,1,1,1,,,,,,,N
433,H,42960,Grey/S2820-13369,Purple PT,0700EDB83F,,,juv,,,,,,N,N,,,,,,,F4H 9/1,,,,,,1,,,,0,0,1,,,,,,,N
434,H,42960,Black/S2820-13393,Purple PT,0700EE003D,,F,juv,,,,,,N,N,,,,,,,F4H 9/8 twice; F3H 9/22,,,,,,1,,,,0,0,1,,,,,,,N
435,H,42960,O/S2820-13372,Purple PT,01101796AE,,F,juv,,BOX 12 H,,,,Y,Y,,,,,,,F3H 8/18; F1H 11/17,,,,,,1,,,,1,1,1,,,,,,,N
436,H,42962,S2820-13367/Y,Green PT,01101797F4,,F,juv,,,,,,N,N,,,,,,,F2H 8/28,,,,,,1,,,,0,0,1,,,,,,,N
437,H,42962,S2820-13366/O,Green PT,0700EE43A6,,,juv,,,,,,N,N,,,,,,,F1H 8/28; F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
438,H,42965,S2820-13414/Green,Green PT,0110179FED,,F,juv,,,,,,N,N,,,,,,,F3H 8/28,,,,,,1,,,,0,0,1,,,,,,,N
439,H,42965,S2820-13413/LB,Green PT,0110179588,,F,juv,,,,,,N,N,,,,,,,F3H 9/22; F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
440,H,42965,R/Grey,White PT,011017A23B,,,,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
441,H,42965,S2820-13414/Grey,Green PT,0700EDCE9B,,F,juv,,,,,,N,N,,,,,,,F4H 8/28; F4H 9/8; F3H 9/22,,,,,,1,,,,0,0,1,,,,,,,N
442,H,42965,White PT,O/R,0110179E5C,,F,,,,,,,N,N,,,,,,,F4H 8/28,,,,,,1,,,,0,0,1,,,,,,,N
443,H,42975,S2820-13418/Blue,Green PT,0700EDAEEF,,F,juv,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
444,H,42975,White PT,Y/R,011017A3F5,,,juv,juv,,,,,Y,Y,,,,,,,F2H 9/8; F2H 11/18,,,,,,1,,,,1,0,1,,,,,,,N
445,H,42975,White PT,Blue/R,0110179A53,,F,juv,juv,BOX 1A H,,,,Y,Y,,,,,,F1H 12/22; F1H 1/25,F2H 9/8; F1H-F4H 9/15; F1H 11/17,,,,,,1,,,,1,1,1,,,,,,,N
446,H,42975,White PT,LB/R,0110179CC6,,M,juv,juv,BOX 7A H,,,,Y,Y,,,,,,,F2H 9/25; F1H 12/1,,,,,,1,,,,1,1,1,,,,,,,N
447,H,42975,White PT,G/R,011017A794,,,juv,juv,,,,,N,N,,,,,,,F2H 9/8,,,,,,1,,,,0,0,1,,,,,,,N
448,H,42975,White PT,Black/R,011017A3F0,,,,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
449,H,42975,S2820-13433/Black,Green PT,011017A092,,F,juv,,,,,,N,N,,,,,,,F3H 9/1; F4H 9/15; F3H 9/22,,,,,,1,,,,0,0,1,,,,,,,N
450,H,42975,White PT,Grey/R,011017A832,,,juv,juv,,,,,N,N,,,,,,,F4H 9/8,,,,,,1,,,,0,0,1,,,,,,,N
451,H,42975,O/R,White PT,01101799F0,,,juv,juv,,,,,N,N,,,,,,,F4H 9/8; F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
452,H,42975,Y/R,White PT,0110179CCD,,M,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
453,H,42975,White/S2820-13432,Green PT,011017A74B,,,juv,bald spot on head,,,,,N,N,,,,,,,F3H 9/1; F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
454,H,42975,Blue/R,White PT,011017A83A,,F,juv,juv,BOX 29-3 H,,,,N,Y,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
455,H,42975,LB/R,White PT,011017A7DE,,F,juv,juv,BOX 22-B H,,,,N,N,,,,,,,F3H 9/8; F3H 9/22,,,,,,1,,,,0,1,1,,,,,,,N
456,H,42975,G/R,White PT,011017A4B4,,M,juv,juv,,,,,N,Y,,,,,,,F4H 9/1; F3H 9/8,,,,,,1,,,,0,0,1,,,,,,,N
457,H,42979,Black/R,White PT,0110179DD5,,F,juv,juv,BOX 1 H,,,,N,Y,,,,,,,F1H-F4H 9/15,,,,,,1,,,,0,1,1,,,,,,,N
458,H,42979,Grey/R,White PT,0110179D52,,,juv,juv,,,,,Y,Y,,,,,,F3H 03/15 tail feather taken,F3H 9/8; F1H-F4H 9/15; F3H 9/22,,,,,,1,,,,1,0,1,,,,,,,N
459,H,42979,Green PT,R,0700ED870D,,F,juv,juv,Recorded for BOX 13 H as the female and BOX 33-5 H as the male,,,,Y,N,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
460,H,42986,Green PT,R/R,0700EDF471,,,juv,juv,,,,,N,N,,,,,,,F4H 9/22,,,,,,1,,,,0,0,1,,,,,,,N
461,H,42986,Green PT,R/O,011017A53C,,F,juv,juv,,,,,N,N,,,,,,,F4H 11/18,,,,,,1,,,,0,0,1,,,,,,,N
462,H,42986,Green PT,R/Y,0700EE1410,,F,juv,juv,BOX 21A H,,,,N,N,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
463,H,42986,Green PT,R/Blue,011017975A,,F,adult,adult,BOX 28-2 H,,,,Y,Y,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
464,H,42986,Green PT,R/LB,0700EE0029,,,juv,juv,,,,,N,N,,,,,,,F1H-F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
465,H,42986,Green PT,R/G,011017A131,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
466,H,42986,Y/S2740-25868,Green PT,011017987D,,,adult,adult,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
467,H,42986,Green PT,R/Black,0700EDAF52,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
468,H,42986,Green PT,R/Grey,011017A66F,,,adult,adult,,,,,N,Y,,,,,,,F4H 9/15,,,,,,1,,,,0,0,1,,,,,,,N
469,H,42986,R,Green PT,0700EDE5C9,,F,,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
470,H,42986,R/R,Green PT,0700EDA46A,,,adult,adult,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
471,H,42986,R/O,Green PT,01101799A2,,M,juv,juv,BOX 28-1A H,,,,N,N,,,,,,,F1H-F4H 9/15,,,,,,1,,,,0,1,1,,,,,,,N
472,H,42986,R/Y,Green PT,0700EDD7FE,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
473,H,42986,Green PT,G/S2820-13238,0700ED9583,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
474,H,42986,R/Blue,Green PT,0700EDB888,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
475,H,42989,R/LB,Green PT,0700EE42B1,,M,juv,juv,BOX 35-1 H,,,,Y,N,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
476,H,42989,R/G,Green PT,0700EDEE86,,,juv,juv,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
477,H,42989,G/S2820-13365,Green PT,0700EDAA45,,,juv,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
478,H,42993,R/Black,Green PT,011017A089,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
479,H,42993,R/Grey,Green PT,0700ED990E,,F,adult,adult,BOX 17-3 H,,,,Y,Y,,,,,,,F1H 11/17,,,,,,1,,,,1,1,1,,,,,,,N
480,H,42993,Green PT,O/R,0700ED87B1,,,,,,,,,N,Y,,,,,,,F1H 12/13,,,,,,1,,,,0,0,1,,,,,,,N
481,H,42993,Green PT,Y/R,0700EE09F8,,M,juv,juv,,,,,N,Y,,,,,,,F4H 12/06,,,,,,1,,,,0,0,1,,,,,,,N
482,H,42993,Green PT,Blue/R,0700EE341F,,,,,,,,,N,Y,,,,,,,F4H 12/06,,,,,,1,,,,0,0,1,,,,,,,N
483,H,42993,Green PT,LB/R,0700EE2A07,,F,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
484,H,42993,Green PT,G/R,0700EDB544,,,adult,adult,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
485,H,42993,Green PT,Black/R,0700EDAF43,,,,,,,,,N,N,,,,,,,F3H 9/22,,,,,,1,,,,0,0,1,,,,,,,N
486,H,42993,Green PT,Grey/R,0700EDD8A3,,,juv,juv,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
487,H,42993,O/R,Green PT,0700EDEDF9,,F,,,BOX 43 H,,,,N,Y,,,,,,,F4H 12/06,,,,,,1,,,,0,1,1,,,,,,,N
488,H,42993,Y/R,Green PT,011017A38C,,F,juv,juv,,,,,Y,Y,,,,,,,F3H 9/22; F4H 11/29,,,,,,1,,,,1,0,1,,,,,,,N
489,H,42993,LB/S2820-13348,Green PT,0700ED90AA,,,juv,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
490,H,42993,Blue/R,Green PT,0700ED936A,,,juv,juv,,,,,Y,N,,,,,,,F1H 03/24 tail feather taken 2019,,,,,,1,,,,1,0,1,,,,,,,N
491,H,42993,LB/R,Green PT,0700ED985B,,F,adult,adult,BOX 12A H,,,,Y,Y,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
492,H,42993,G/R,Green PT,0700EE3F26,,M,adult,adult,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
493,H,43000,Black/R,Green PT,0700ED9E61,,,juv,juv,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
494,H,43000,Grey/R,Green PT,011017A126,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
495,H,43000,Purple PT,,0700EDB2DC,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
496,H,43000,,Purple PT,011017A362,,,juv,juv,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
497,H,43050,Purple PT,R,011017A4CF,,F,,,BOX 1-3 H,,,,Y,Y,,,,,,,F2H 11/29,,,,,,1,,,,1,1,1,,,,,,,N
498,H,43050,Purple PT,Blue,0700EDADD1,,M,,,BOX 1 H,,,,Y,Y,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
499,H,43050,Purple PT,LB,0700EDF205,,,juv,juv,,,,,Y,Y,,,,,,,F1H 11/17; F1H 12/06,,,,,,1,,,,1,0,1,,,,,,,N
500,H,43050,Purple PT,G,0700EDB49C,,M,,,BOX B2 H,,,,Y,Y,,,,,,F1H 03/13,F1H 11/17; F1H 11/18,,,,,,1,,,,1,1,1,,,,,,,N
501,H,43056,B/S2740-25658,Green PT,011017A601,,,adult,adult,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
502,H,43057,Purple PT,Black,0700EE08CB,,F,juv,juv,BOX B2 H,,,,Y,N,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
503,H,43068,Purple PT,Grey,0700EE32AF,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
504,H,43068,Purple PT,Y,011017A1B1,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
505,H,43068,Purple PT,O,0700EDDCB5,,,juv,JUV,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
506,H,43068,R,Purple PT,011017A0AA,,M,adult,adult,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
507,H,43068,Blue,Purple PT,0700EDA769,,M,adult,adult,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
508,H,43068,LB,Purple PT,0700EE220E,,F,adult,adult,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
509,H,43068,Black,Purple PT,0700ED9FCD,,F,juv,JUV,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
510,H,43068,Grey,Purple PT,011017A0F3,,F,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
511,H,43068,Y,Purple PT,0700EDB225,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
512,H,43068,O,Purple PT,0700EDDF34,,F,juv,JUV,,,,,Y,N,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
513,H,43075,G,Purple PT,0110179D6B,,F,adult,ADULT,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
514,H,43075,Purple PT,R/R,0700EDD6B2,,M,juv,JUV,BOX B24 H,,,,N,N,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
515,H,43075,Purple PT,Blue/Blue,011017A375,,M,adult,ADULT,BOX B11 H,,,,N,Y,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
516,H,43082,Purple PT,Black/Black,0700EE0804,,F,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
517,H,43082,Purple PT,G/G,01101798AA,,F,,,BOX B18 H,,,,N,Y,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
518,H,43082,Purple PT,LB/LB,011017A7CF,,M,adult,ADULT,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
519,H,43082,Purple PT,Y/Y,0700ED9BCF,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
520,H,43082,Purple PT,O/O,0700EE0933,,F,juv,JUV,BOX B27 H,,,,N,Y,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
521,H,43082,Purple PT,Grey/Grey,0700EE4426,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
522,H,43082,R/R,Purple PT,0700ED8873,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
523,H,43082,Blue/Blue,Purple PT,0700ED89A6,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
524,H,43082,Black/Black,Purple PT,0700EE31C6,,M,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
525,H,43091,G/G,Purple PT,011017A58B,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
526,H,43091,LB/LB,Purple PT,0700EDA065,,,juv,JUV,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
527,H,43091,Blue/S2740-25731,Green PT,0700EDE00E,,,juv,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
528,H,43091,Y/Y,Purple PT,0110179AFB,,,,,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
529,H,43091,O/O,Purple PT,0700EDCD3B,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
530,H,43096,Grey/Grey,Purple PT,0700EE33F9,,,juv,JUV,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
531,H,43096,Purple PT,R/Blue,0110179E5D,,,adult,AD?,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
532,H,43096,Purple PT,R/Black,0110179B73,,,adult,AD?,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
533,H,43101,Purple PT,R/G,0700EE1132,,F,juv,JUV,BOX 7A H,,,,N,N,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
534,H,43101,Purple PT,R/LB,0110179FA8,,F,juv,JUV,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
535,H,43101,Purple PT,R/Y,0700EE32E0,,,,,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
536,H,43101,Purple PT,R/O,0700EE3C50,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
537,H,43112,Purple PT,R/Grey,0110179CDC,,F,juv,JUV,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
538,H,43112,R/Blue,Purple PT,0700EDDAA7,,M,juv,JUV,BOX 17-3 H,,,,N,Y,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
539,H,43112,R/Black,Purple PT,0700EDC991,,,,,,,,,N,Y,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
540,H,43117,R/G,Purple PT,0700ED97C3,,F,,,BOX 40 H,,,,Y,N,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
541,H,43154,R/LB,Purple PT,0700EE1998,,,juv,JUV,,,,,Y,Y,,,,,,,,,,,,,1,,,,1,0,1,,,,,,,N
542,H,43154,R/Y,Purple PT,0110179726,,,juv,JUV,,,,,N,N,,,,,,,,,,,,,1,,,,0,0,1,,,,,,,N
543,H,43269,R/O,Purple PT,0700EDAB8F,,M,adult,,BOX 1A H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
544,H,43275,R/Grey,Purple PT,0110179DD1,,F,adult,,BOX B24 H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
545,H,43278,Purple PT,Blue/R,0700EDF137,,F,adult,,BOX B32 H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
546,H,43278,Purple PT,Black/R,011017A0F6,,M,adult,,BOX 18A H,,,,Y,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,N
547,H,43278,Purple PT,G/R,0700EE1015,,F,adult,,BOX 18A H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
548,H,43278,Purple PT,LG/R,01101795EF,,F,adult,,BOX 11 CEMENT H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
549,H,43279,Purple PT,LB/R,0700EDE518,,F,adult,,BOX 39 H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
550,H,43279,Purple PT,Y/R,01101796CF,,M,adult,,BOX B28 H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
551,H,43284,Purple PT,O/R,0700ED9194,,F,adult,Pics and feathers taken 2018,BOX 31 H,,,,Y,,,,,,,F4H 9/25; F1H 12/30,,,,,,,1,,,,1,1,1,,,,,,,N
552,H,43286,Purple PT,Grey/R,0700ED865D,,F,adult,,BOX 35-1A H,,,,N,,,,,,,,,,,,,,1,,,,0,1,1,,,,,,,N
553,H,43339,Grey/S2820-13799,G PT,0700EDEFD6,01101798E7,,juv,pics and feathers taken 2018,,,,,Y,,,,,,,F3H 8/27; F3H 1/28,,,,,,,,,,,1,,,,,,,,,Y
554,H,43343,Blue/R,Purple PT,0700EE411B,,,juv,Pics and feathers taken 2018,,,,,Y,,,,,,,F2H 8/31,,,,,,,,,,,1,,,,,,,,,Y
555,H,43343,Black/S2820-13636,G PT,0700ED0584,,,juv,pics and feathers taken 2018,,,,,N,,,,,,,F2H 8/31,,,,,,,,,,,1,,,,,,,,,Y
556,H,43343,Black/R,Purple PT,0700ED92CC,,,,Pics and feathers taken 2018,,,,,Y,,,,,,,F2H 8/31,,,,,,,,,,,1,,,,,,,,,Y
557,H,43343,G/R,Purple PT,0700EDE494,,,,Pics and feathers taken 2018,,,,,N,,,,,,,F2H 8/31,,,,,,,,,,,1,,,,,,,,,Y
558,H,43368,Black/S2820-13861,G PT,011017A0B2,,,juv,Pics and feathers taken 2018,,,,,Y,,,,,,,F3H 1/28,,,,,,,,,,,1,,,,,,,,,Y
559,H,43446,LB/R,Purple PT,0700EE36B9,,,juv,Tail feather collected 2018,,,,,Y,,,,,,,F1H 1/13,,,,,,,,,,,1,,,,,,,,,Y
560,H,43456,Y/R,Purple PT,0700EE29AB,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,F1H 1/13,,,,,,,,,,,1,,,,,,,,,Y
561,H,43456,O/R,Purple PT,0700EDDC12,,F,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,F1H 1/11; F1H 1/25,,,,,,,,,,,1,,,,,,,,,Y
562,H,43456,Grey/R,Purple PT,0700EDB504,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,F1H 1/13,,,,,,,,,,,1,,,,,,,,,Y
563,H,43456,Purple PT,Blue/Black,0700EDC782,,,juv,no blood; tail feather collected 2018,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
564,H,43456,Purple PT,Blue/LB,0700EDD683,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
565,H,43460,Purple PT,Blue/G,0700ED9486,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
566,H,43460,O/S2820-13801,G PT,0700EDFC00,,,juv,Tail feather collected 2018,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
567,H,43460,Purple PT,Blue/Y,01101798A1,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,F3H 1/25,,,,,,,,,,,1,,,,,,,,,Y
568,H,43460,Purple PT,Blue/O,0700EDDD27,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
569,H,43464,Purple PT,Blue/Grey,0700EDCBB7,,,juv,no blood; tail feather collected 2018,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
570,H,43476,Blue/Black,Purple PT,011017A2FF,,,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
571,H,43476,Blue/LB,Purple PT,011017A764,,,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
572,H,43476,Blue/G,Purple PT,0700ED9ACB,,F,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
573,H,43476,Blue/Y,Purple PT,0700EE43AE,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,F1H 03/13,,,,,,,,,,,1,,,,,,,,,Y
574,H,43490,Blue/O,Purple PT,0700EE242F,,F,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
575,H,43490,Blue/Grey,Purple PT,011017A38D,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
576,H,43490,Purple PT,Black/Blue,0700EDB804,,,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
577,H,43490,Purple PT,LB/Blue,0700EDDC65,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
578,H,43490,Purple PT,G/Blue,011017A00E,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
579,H,43535,Purple PT,Y/Blue,011016CF2B,,F,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
580,H,43535,Purple PT,O/Blue,01103F8CCB,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
581,H,43535,Purple PT,Grey/Blue,01103F6B2D,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
582,H,43535,Black/Blue,Purple PT,011016DAB0,,,,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
583,H,43535,LB/Blue,Purple PT,01103F64A2,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
584,H,43535,G/Blue,Purple PT,01103F78B9,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
585,H,43535,Red PT,Y/R,0700ED99D6,,M,adult,Old bird. Captured without PIT (NOTHING; Y/R) Possible PIT tag failure. ,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
586,H,43537,Y/Blue,Purple PT,011016AA87,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
587,H,43537,S2820-13751/Y,White PT,0110174484,,F,juv, tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
588,H,43537,O/Blue,Purple PT,011016E6F6,,,,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
